dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2015-01-07 01:00:00+01:00,284.05,284.05,284.05,1025,81,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 02:00:00+01:00,283.75,283.75,283.75,1025,81,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 03:00:00+01:00,284.86,284.86,284.86,1025,86,2,292,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 04:00:00+01:00,284.85,284.85,284.85,1025,88,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 05:00:00+01:00,283.17,283.17,283.17,1025,80,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 06:00:00+01:00,282.95,282.95,282.95,1025,64,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 07:00:00+01:00,282.75,282.75,282.75,1025,74,1,337,0,0,0,44,802,clouds,scattered clouds,03n
2015-01-07 08:00:00+01:00,282.93,282.93,282.93,1027,76,2,342,0.3,0,0,60,500,rain,light rain,10
2015-01-07 09:00:00+01:00,283.11,283.11,283.11,1028,79,3,348,0.3,0,0,76,500,rain,light rain,10
2015-01-07 10:00:00+01:00,284.97,284.97,284.97,1026,65,1,332,0,0,0,36,802,clouds,scattered clouds,3
2015-01-07 11:00:00+01:00,284.87,284.87,284.87,1028,70,2,341,0.3,0,0,62,500,rain,light rain,10
2015-01-07 12:00:00+01:00,286.45,286.45,286.45,1027,60,1,329,0,0,0,32,802,clouds,scattered clouds,03d
2015-01-07 13:00:00+01:00,285.9565,285.9565,285.9565,1028,64,1,326,0.3,0,0,44,500,rain,light rain,10
2015-01-07 14:00:00+01:00,284.3306563,284.3306563,284.3306563,1030,78,1,111,0.3,0,0,88,500,rain,light rain,10
2015-01-07 15:00:00+01:00,284.4033125,284.4033125,284.4033125,1030,78,1,214,0.3,0,0,84,500,rain,light rain,10
2015-01-07 16:00:00+01:00,283.8305,283.8305,283.8305,1030,79,1,147,0.3,0,0,62,500,rain,light rain,10
2015-01-07 17:00:00+01:00,284.1183438,284.1183438,284.1183438,1030,78,0,307,0.3,0,0,64,500,rain,light rain,10
2015-01-07 18:00:00+01:00,283.7606875,283.7606875,283.7606875,1030,79,1,297,0.3,0,0,48,500,rain,light rain,10
2015-01-07 19:00:00+01:00,284.6065,284.6065,284.6065,1028,79,1,332,0,0,0,20,801,clouds,few clouds,2
2015-01-07 20:00:00+01:00,284.65,284.65,284.65,1028,80,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-07 21:00:00+01:00,284.75,284.75,284.75,1028,81,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-07 22:00:00+01:00,284.65,284.65,284.65,1028,82,1,326,0,0,0,0,800,clear,sky is clear,1
2015-01-07 23:00:00+01:00,284.55,284.55,284.55,1029,83,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 00:00:00+01:00,284.55,284.55,284.55,1029,83,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 01:00:00+01:00,284.35,284.35,284.35,1029,85,2,320,0,0,0,0,800,clear,sky is clear,1
2015-01-08 02:00:00+01:00,284.15,284.15,284.15,1030,88,3,325,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 03:00:00+01:00,283.85,283.85,283.85,1030,88,3,325,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 04:00:00+01:00,283.85,283.85,283.85,1030,89,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 05:00:00+01:00,283.45,283.45,283.45,1030,88,3,325,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 06:00:00+01:00,283.35,283.35,283.35,1030,87,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 07:00:00+01:00,283.25,283.25,283.25,1031,87,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 08:00:00+01:00,283.04,283.04,283.04,1031,86,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 09:00:00+01:00,283.04,283.04,283.04,1032,83,2,312,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 10:00:00+01:00,287.26,287.26,287.26,1032,62,2,312,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 11:00:00+01:00,287.66,287.66,287.66,1032,55,2,312,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 12:00:00+01:00,287.25,287.25,287.25,1032,54,2,247,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 13:00:00+01:00,287.96,287.96,287.96,1031,49,1,247,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 14:00:00+01:00,288.35,288.35,288.35,1031,48,1,247,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 15:00:00+01:00,288.85,288.85,288.85,1032,46,1,157,0,0,0,0,800,clear,sky is clear,01d
2015-01-08 16:00:00+01:00,287.71475,287.71475,287.71475,1033,52,1,188,0,0,0,0,800,clear,sky is clear,1
2015-01-08 17:00:00+01:00,285.3516563,285.3516563,285.3516563,1036,67,2,254,0,0,0,0,800,clear,sky is clear,1
2015-01-08 18:00:00+01:00,284.8303125,284.8303125,284.8303125,1037,69,1,267,0,0,0,0,800,clear,sky is clear,1
2015-01-08 19:00:00+01:00,283.45,283.45,283.45,1034,72,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 20:00:00+01:00,283.65,283.65,283.65,1035,69,0,6,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 21:00:00+01:00,282.95,282.95,282.95,1035,71,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 22:00:00+01:00,282.54,282.54,282.54,1036,71,0,6,0,0,0,0,800,clear,sky is clear,01n
2015-01-08 23:00:00+01:00,282.75,282.75,282.75,1036,70,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 00:00:00+01:00,283.55,283.55,283.55,1036,62,1,292,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 01:00:00+01:00,283.45,283.45,283.45,1036,60,2,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 02:00:00+01:00,283.15,283.15,283.15,1035,52,2,298,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 03:00:00+01:00,283.55,283.55,283.55,1035,48,1,315,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 04:00:00+01:00,284.76,284.76,284.76,1035,41,1,292,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 05:00:00+01:00,282.0365,282.0365,282.0365,1037,63,1,154,0,0,0,0,800,clear,sky is clear,1
2015-01-09 06:00:00+01:00,281.17,281.17,281.17,1035,57,1,22,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 07:00:00+01:00,281.06,281.06,281.06,1035,57,1,22,0,0,0,0,800,clear,sky is clear,1
2015-01-09 08:00:00+01:00,280.95,280.95,280.95,1035,58,1,22,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 09:00:00+01:00,283.105,283.105,283.105,1036,55,1,22,0,0,0,0,800,clear,sky is clear,1
2015-01-09 10:00:00+01:00,285.26,285.26,285.26,1036,53,1,22,0,0,0,0,800,clear,sky is clear,01d
2015-01-09 11:00:00+01:00,285.755,285.755,285.755,1036,53,1,89,0,0,0,0,800,clear,sky is clear,1
2015-01-09 12:00:00+01:00,286.25,286.25,286.25,1036,54,2,157,0,0,0,0,800,clear,sky is clear,01d
2015-01-09 13:00:00+01:00,286.76,286.76,286.76,1035,50,2,146,0,0,0,0,800,clear,sky is clear,1
2015-01-09 14:00:00+01:00,287.27,287.27,287.27,1034,46,1,135,0,0,0,0,800,clear,sky is clear,01d
2015-01-09 15:00:00+01:00,286.991,286.991,286.991,1036,54,2,195,0,0,0,4,800,clear,sky is clear,2
2015-01-09 16:00:00+01:00,286.382375,286.382375,286.382375,1036,55,2,186,0,0,0,0,800,clear,sky is clear,1
2015-01-09 17:00:00+01:00,286.1583125,286.1583125,286.1583125,1039,65,2,257,0,0,0,5,800,clear,sky is clear,2
2015-01-09 18:00:00+01:00,285.6046875,285.6046875,285.6046875,1039,67,2,260,0,0,0,2,800,clear,sky is clear,2
2015-01-09 19:00:00+01:00,284.77,284.77,284.77,1035,62,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-09 20:00:00+01:00,284.6093438,284.6093438,284.6093438,1039,69,2,279,0,0,0,0,800,clear,sky is clear,1
2015-01-09 21:00:00+01:00,284.1676563,284.1676563,284.1676563,1039,70,2,297,0,0,0,0,800,clear,sky is clear,1
2015-01-09 22:00:00+01:00,283.801,283.801,283.801,1038,72,2,279,0,0,0,0,800,clear,sky is clear,1
2015-01-09 23:00:00+01:00,283.3343125,283.3343125,283.3343125,1038,72,2,308,0,0,0,0,800,clear,sky is clear,1
2015-01-10 00:00:00+01:00,282.9426563,282.9426563,282.9426563,1038,74,2,301,0,0,0,0,800,clear,sky is clear,1
2015-01-10 01:00:00+01:00,282.4615,282.4615,282.4615,1033,68,3,310,0,0,0,0,800,clear,sky is clear,1
2015-01-10 02:00:00+01:00,282.04,282.04,282.04,1031,68,3,309,0,0,0,0,800,clear,sky is clear,01n
2015-01-10 03:00:00+01:00,282.567,282.567,282.567,1033,68,2,317,0,0,0,0,800,clear,sky is clear,1
2015-01-10 04:00:00+01:00,282.27,282.27,282.27,1031,67,2,294,0,0,0,0,800,clear,sky is clear,01n
2015-01-10 05:00:00+01:00,282.317,282.317,282.317,1032,64,1,331,0,0,0,0,800,clear,sky is clear,1
2015-01-10 06:00:00+01:00,281.54,281.54,281.54,1029,61,1,337,0,0,0,0,800,clear,sky is clear,01n
2015-01-10 07:00:00+01:00,281.45,281.45,281.45,1029,66,3,303,0,0,0,0,800,clear,sky is clear,01n
2015-01-10 08:00:00+01:00,282.7973438,282.7973438,282.7973438,1031,64,3,316,0,0,0,0,800,clear,sky is clear,1
2015-01-10 09:00:00+01:00,284.1446563,284.1446563,284.1446563,1032,62,3,330,0,0,0,0,800,clear,sky is clear,1
2015-01-10 10:00:00+01:00,287.36,287.36,287.36,1029,39,2,308,0,0,0,0,800,clear,sky is clear,01d
